ano,mes,atendimento,transferido,id_atendimento,sigla_orgao_entrada,sigla_orgao_saida,sigla_orgao_primeiro_encaminhamento,sigla_orgao_segundo_encaminhamento,sigla_orgao_terceiro_encaminhamento,municipio,uf,municipio_ocorrido,uf_municipio_fato_ocorrido,area,assunto,natureza,tipo_identificacao,forma_atendimento,programa,priorizacao,status,sexo,data_atendimento,data_prazo,data_carta,tipo_pessoa
2020.0,4.0,2020008991,Normal,388403,OGE,DETRAN,DETRAN,,,NAVEGANTES,SC,NAVEGANTES,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-23,2020-05-13,2020-04-27,Física
2020.0,4.0,2020008989,Normal,388401,OGE,DETRAN,DETRAN,,,FRAIBURGO,SC,FRAIBURGO,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-23,2020-05-13,2020-04-27,Física
2020.0,4.0,2020008988,Normal,388400,OGE,DETRAN,DETRAN,,,CRICIUMA,SC,GUARAMIRIM,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-23,2020-05-13,2020-04-27,Física
2020.0,4.0,2020008986,Normal,388398,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-23,2020-05-13,2020-04-27,Física
2020.0,4.0,2020008982,Normal,388394,E-SIC,SDS,SDS,,,BELO HORIZONTE,MG,,,Administração,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-23,2020-05-08,2020-05-27,Física
2020.0,4.0,2020008979,Normal,388391,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-23,2020-05-13,2020-04-27,Física
2020.0,4.0,2020008977,Normal,388389,OGE,SED,SED,CRE - Laguna,,FLORIANOPOLIS,SC,GAROPABA,SC,Educação,Merenda escolar,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-23,2020-05-13,2020-07-16,Não informado
2020.0,4.0,2020008975,Normal,388387,OGE,CASAN,CASAN,CASAN - SRM,,SAO JOSE,SC,SAO JOSE,SC,Água e saneamento/CASAN,Falta de água,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-23,2020-05-13,2020-06-08,Física
2020.0,4.0,2020008959,Normal,388371,OGE,SAP,SAP,DEAP,,CHAPECO,SC,CHAPECO,SC,Administração Prisional,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-23,2020-05-13,2020-04-29,Não informado
2020.0,4.0,2020008957,Normal,388369,OGE,PM,SSP,CGPM Fpolis,CAEPM,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Perturbação do trabalho ou do sossego alheios,Reclamação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-05-11,Não informado
2020.0,4.0,2020008956,Normal,388368,OGE,DETRAN,DETRAN,,,URUBICI,SC,URUBICI,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-27,Física
2020.0,4.0,2020008951,Normal,388363,OGE,CC,CC,,,SAO MIGUEL DOESTE,SC,SAO MIGUEL DOESTE,SC,Casa Civil,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria interna,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-28,Física
2020.0,4.0,2020008935,Normal,388347,OGE,DETRAN,DETRAN,,,NAVEGANTES,SC,NAVEGANTES,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-29,Física
2020.0,4.0,2020008914,Normal,388325,OGE,DETRAN,DETRAN,,,CACADOR,SC,CACADOR,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-27,Física
2020.0,4.0,2020008912,Normal,388323,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Não Identificável,Falta de dados,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-27,Não informado
2020.0,4.0,2020008910,Normal,388321,OGE,SED,SED,CRE - Joinville,,SAO FRANCISCO DO SUL,SC,SAO FRANCISCO DO SUL,SC,Educação,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria interna,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-08-06,Física
2020.0,4.0,2020008906,Normal,388317,OGE,CC,CC,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Saúde,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-05-11,Física
2020.0,4.0,2020008904,Normal,388315,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008903,Normal,388314,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-29,Física
2020.0,4.0,2020008902,Normal,388313,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-29,Física
2020.0,4.0,2020008901,Normal,388312,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008897,Normal,388308,OGE,CC,CC,,,CRICIUMA,SC,ICARA,SC,Saúde,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-07-09,Física
2020.0,4.0,2020008895,Normal,388306,OGE,PM,SSP,CGPM Fpolis,CPMA Fpolis,GAROPABA,SC,GAROPABA,SC,Segurança Pública,Boletim de Ocorrência,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-06-15,Física
2020.0,4.0,2020008894,Normal,388305,OGE,DETRAN,DETRAN,,,RIO DO SUL,SC,RIO DO SUL,SC,DETRAN,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008893,Normal,388304,OGE,DETRAN,DETRAN,,,CHAPECO,SC,CHAPECO,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-27,Física
2020.0,4.0,2020008892,Normal,388303,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-28,Física
2020.0,4.0,2020008891,Normal,388302,OGE,SEF,SEF,,,CHAPECO,SC,CHAPECO,SC,Fazenda,Impostos/IPVA,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-23,Física
2020.0,4.0,2020008888,Normal,388299,OGE,DETRAN,DETRAN,,,RIO DO OESTE,SC,RIO DO OESTE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-27,Física
2020.0,4.0,2020008887,Normal,388298,OGE,DETRAN,DETRAN,,,BALNEARIO PICARRAS,SC,BLUMENAU,SC,DETRAN,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-24,Não informado
2020.0,4.0,2020008885,Normal,388296,OGE,DETRAN,DETRAN,,,VITOR MEIRELES,SC,VITOR MEIRELES,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-27,Física
2020.0,4.0,2020008884,Normal,388295,OGE,DETRAN,DETRAN,,,LAURENTINO,SC,LAURENTINO,SC,DETRAN,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008883,Normal,388294,OGE,DETRAN,DETRAN,,,RIO DO SUL,SC,RIO DO SUL,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008882,Normal,388291,OGE,CC,CC,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Casa Civil,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-28,Física
2020.0,4.0,2020008879,Normal,388288,OGE,DETRAN,DETRAN,,,TROMBUDO CENTRAL,SC,TROMBUDO CENTRAL,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008873,Normal,388282,OGE,DETRAN,DETRAN,,,RIO DO SUL,SC,RIO DO SUL,SC,DETRAN,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008872,Normal,388281,OGE,DETRAN,DETRAN,,,GUARAMIRIM,SC,GUARAMIRIM,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-24,Não informado
2020.0,4.0,2020008869,Normal,388278,OGE,DETRAN,DETRAN,,,SAO FRANCISCO DO SUL,SC,SAO FRANCISCO DO SUL,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-05-15,Física
2020.0,4.0,2020008866,Normal,388275,OGE,SED,SED,Cood. Fpolis,,PALHOCA,SC,PALHOCA,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-05-14,Não informado
2020.0,4.0,2020008863,Normal,388272,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008859,Normal,388268,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008858,Normal,388267,OGE,DETRAN,DETRAN,,,SAO MIGUEL DOESTE,SC,SAO MIGUEL DOESTE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008857,Normal,388266,OGE,DETRAN,DETRAN,,,JOACABA,SC,JOACABA,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008854,Normal,388263,OGE,DETRAN,DETRAN,,,NAVEGANTES,SC,NAVEGANTES,SC,DETRAN,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-24,Não informado
2020.0,4.0,2020008851,Normal,388260,OGE,DETRAN,DETRAN,,,MAFRA,SC,MAFRA,SC,DETRAN,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-24,Não informado
2020.0,4.0,2020008846,Normal,388255,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Covid-19,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-24,Não informado
2020.0,4.0,2020008843,Normal,388252,OGE,CC,CC,,,TAIO,SC,TAIO,SC,Saúde,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-05-05,Física
2020.0,4.0,2020008841,Normal,388250,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008831,Normal,388240,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Física
2020.0,4.0,2020008819,Normal,388228,OGE,SED,SED,CRE - Seara,,IPUMIRIM,SC,IPUMIRIM,SC,Educação,Aulas on line,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-05-21,Não informado
2020.0,4.0,2020008804,Normal,388213,OGE,CC,CC,,,JOACABA,SC,JOACABA,SC,Educação,Covid-19,Sugestão,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-30,Não informado
2020.0,4.0,2020008802,Normal,388211,OGE,SED,SED,CRE - Videira,,VIDEIRA,SC,VIDEIRA,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-05-08,Não informado
2020.0,4.0,2020008801,Normal,388210,OGE,SED,SED,CRE - Joaçaba,,JOACABA,SC,JOACABA,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-27,Não informado
2020.0,4.0,2020008800,Normal,388209,OGE,CC,CC,,,JOACABA,SC,JOACABA,SC,Casa Civil,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-23,Não informado
2020.0,4.0,2020008798,Normal,388207,OGE,DETRAN,DETRAN,,,CRICIUMA,SC,CRICIUMA,SC,DETRAN,Covid-19,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-22,2020-05-12,2020-04-24,Não informado
2020.0,4.0,2020008797,Normal,388206,OGE,CC,CC,,,BLUMENAU,SC,BLUMENAU,SC,Casa Civil,Covid-19,Reclamação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-22,2020-05-12,2020-04-23,Não informado
2020.0,4.0,2020008795,Normal,388204,OGE,CC,CC,,,TREZE TILIAS,SC,TREZE TILIAS,SC,Casa Civil,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-22,2020-05-12,2020-04-30,Não informado
2020.0,4.0,2020008781,Normal,388190,OGE,SED,SED,CRE- Tubarão,,TUBARAO,SC,SANGAO,SC,Educação,Covid-19,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-21,2020-05-11,2020-05-07,Não informado
2020.0,4.0,2020008779,Normal,388188,OGE,DETRAN,DETRAN,,,SAO JOSE,SC,SAO JOSE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-21,2020-05-11,2020-04-24,Física
2020.0,4.0,2020008778,Normal,388187,OGE,DETRAN,DETRAN,,,BRUSQUE,SC,BRUSQUE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-21,2020-05-11,2020-04-24,Física
2020.0,4.0,2020008777,Normal,388186,OGE,SED,SED,CRE- Tubarão,,SANGAO,SC,SANGAO,SC,Educação,Covid-19,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-21,2020-05-11,2020-05-05,Não informado
2020.0,4.0,2020008776,Normal,388185,OGE,SED,SED,CRE - Seara,,IPUMIRIM,SC,IPUMIRIM,SC,Educação,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-05-21,Não informado
2020.0,4.0,2020008773,Normal,388182,OGE,Sem Tramit.,Sem Tramit.,,,PALHOCA,SC,PALHOCA,SC,Educação,Atendimento em Duplicidade,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-04-23,Não informado
2020.0,4.0,2020008772,Normal,388181,OGE,SED,SED,Cood. Fpolis,,PALHOCA,SC,PALHOCA,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-07-01,Não informado
2020.0,4.0,2020008771,Normal,388180,OGE,Sem Tramit.,Sem Tramit.,,,ITAPETININGA,SP,ALFREDO WAGNER,SC,Não Identificável,Não Foi Possível Compreender,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-04-22,Não informado
2020.0,4.0,2020008763,Normal,388172,OGE,PROCON,SDE,PROCON,,PORTO BELO,SC,PORTO BELO,SC,Desenvolvimento Econômico Sustentável,Procon,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-04-28,Jurídica
2020.0,4.0,2020008759,Normal,388168,OGE,CC,CC,,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Casa Civil,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-04-30,Não informado
2020.0,4.0,2020008753,Normal,388162,OGE,SED,SED,CRE - Dionísio Cerqueira,,DIONISIO CERQUEIRA,SC,DIONISIO CERQUEIRA,SC,Educação,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-05-12,Não informado
2020.0,4.0,2020008751,Normal,388160,OGE,DETRAN,DETRAN,,,SAO JOAO DO OESTE,SC,IPORA DO OESTE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-21,2020-05-11,2020-04-24,Física
2020.0,4.0,2020008742,Normal,388151,OGE,IMA,IMA,,,PORTO BELO,SC,PORTO BELO,SC,FATMA,Fiscalização ambiental,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-21,2020-05-11,2020-04-24,Física
2020.0,4.0,2020008738,Normal,388147,OGE,CC,CC,,,TREZE TILIAS,SC,TREZE TILIAS,SC,Casa Civil,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-04-24,Não informado
2020.0,4.0,2020008734,Normal,388143,OGE,SED,SED,CRE - Joaçaba,,JOACABA,SC,JOACABA,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-05-05,Não informado
2020.0,4.0,2020008733,Normal,388142,OGE,SED,SED,CRE - Joaçaba,,JOACABA,SC,JOACABA,SC,Educação,Aulas on line,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-21,2020-05-11,2020-05-08,Não informado
2020.0,4.0,2020008727,Normal,388136,OGE,CC,CC,,,SAO MIGUEL DOESTE,SC,SAO MIGUEL DOESTE,SC,Casa Civil,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-04-24,Não informado
2020.0,4.0,2020008725,Normal,388134,OGE,DETRAN,DETRAN,,,CURITIBANOS,SC,CURITIBANOS,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-20,2020-05-10,2020-04-27,Física
2020.0,4.0,2020008722,Normal,388131,OGE,DETRAN,DETRAN,,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008719,Normal,388128,OGE,DETRAN,DETRAN,,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008718,Normal,388127,OGE,SSP,SSP,,,COCAL DO SUL,SC,COCAL DO SUL,SC,Segurança Pública,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-04-24,Não informado
2020.0,4.0,2020008715,Normal,388124,OGE,DETRAN,DETRAN,,,LAGUNA,SC,LAGUNA,SC,DETRAN,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-04-23,Não informado
2020.0,4.0,2020008711,Normal,388120,OGE,CC,CC,,,JOINVILLE,SC,JOINVILLE,SC,Saúde,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-05-05,Física
2020.0,4.0,2020008706,Normal,388115,OGE,SED,SED,CRE- São Bento do Sul,,SAO BENTO DO SUL,SC,SAO BENTO DO SUL,SC,Educação,Comportamento do servidor,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-05-13,Não informado
2020.0,4.0,2020008698,Normal,388107,OGE,SED,SED,CRE- São Miguel do Oeste,,SAO MIGUEL DOESTE,SC,SAO MIGUEL DOESTE,SC,Educação,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-20,2020-05-10,2020-06-25,Física
2020.0,4.0,2020008690,Normal,388099,OGE,SED,SED,Cood. Fpolis,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-05-14,Não informado
2020.0,4.0,2020008689,Normal,388098,OGE,DETRAN,DETRAN,,,ALVORADA,RS,FLORIANOPOLIS,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008688,Normal,388097,OGE,SED,SED,CRE- Chapecó,,CHAPECO,SC,CHAPECO,SC,Educação,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-04-28,Não informado
2020.0,4.0,2020008685,Normal,388094,OGE,SED,SED,CRE - Maravilha,,IRACEMINHA,SC,IRACEMINHA,SC,Educação,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-05-12,Não informado
2020.0,4.0,2020008684,Normal,388093,OGE,SDE,SDE,,,SAO JOSE,SC,SAO JOSE,SC,Desenvolvimento Econômico Sustentável,Demora no atendimento,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-04-24,Física
2020.0,4.0,2020008681,Normal,388090,OGE,SED,SED,,,MATOS COSTA,SC,MATOS COSTA,SC,Educação,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-05-06,Física
2020.0,4.0,2020008678,Normal,388087,OGE,DETRAN,DETRAN,,,BLUMENAU,SC,JOINVILLE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008676,Normal,388085,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008674,Normal,388083,OGE,DETRAN,DETRAN,,,TIMBO,SC,TIMBO,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008670,Normal,388076,OGE,CC,CC,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Ensino Superior,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-05-14,Não informado
2020.0,4.0,2020008666,Normal,388072,OGE,DETRAN,DETRAN,,,MAFRA,SC,MAFRA,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008658,Normal,388064,OGE,SED,SED,CRE- Rio Do Sul,,LAURENTINO,SC,LAURENTINO,SC,Educação,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-04-20,2020-05-10,2020-05-06,Não informado
2020.0,4.0,2020008657,Normal,388063,OGE,DETRAN,DETRAN,,,SAO LOURENCO DO OESTE,SC,SAO LOURENCO DO OESTE,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-04-20,2020-05-10,2020-04-23,Física
2020.0,4.0,2020008656,Normal,388062,OGE,DETRAN,DETRAN,,,BLUMENAU,SC,BLUMENAU,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-04-20,2020-05-10,2020-04-23,Física
